Basketball,3x3,BK3,FIBA,0.72,4.00,2300000.00,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
Basketball,Basketball,BKB,FIBA,0.72,4.00,2300000.00,1936,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Basque Pelota,0.00,PEL,FIPV,1.00,0.00,4000.00,1900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boxing,0.00,BOX,No body recognised AIBA/IBA[s 2],0.99,3.00,964300.00,1904,0,0,7,0,5,0,8,8,8,8,8,8,10,10,10,10,11,11,11,11,12,12,12,12,12,11,11,13,13,13,13,0
Breaking,0.00,BKG,WDSF,0.00,0.00,97300.00,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Canoeing,Sprint,CSP,ICF,0.78,2.00,190100.00,1936,0,0,0,0,0,0,0,0,0,0,9,9,9,9,7,7,7,7,11,11,12,12,12,12,12,12,12,12,12,12,10,10
Canoeing,Slalom,CSL,ICF,0.78,2.00,190100.00,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,4,4,4,4,4,6,6
Cricket,0.00,CKT,ICC,1.00,0.00,64400000.00,1900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Croquet,0.00,CQT,WCF,0.68,0.00,92900.00,1900,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cycling,BMX Freestyle,BMF,UCI,0.87,4.00,327700.00,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
Cycling,BMX Racing,BMX,UCI,0.87,4.00,327700.00,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2
Cycling,Mountain Bike,MTB,UCI,0.87,4.00,327700.00,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
Cycling,Road,CRD,UCI,0.87,4.00,327700.00,1896,1,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4
Cycling,Track,CTR,UCI,0.87,4.00,327700.00,1896,5,3,7,5,7,0,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,6,7,8,12,12,10,10,10,12,12,12
Equestrian,Dressage,EDR,FEI,0.00,2.00,217800.00,1912,0,0,0,0,0,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Equestrian,Eventing,EVE,FEI,0.00,2.00,217800.00,1912,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Equestrian,Jumping,EJP,FEI,0.00,2.00,217800.00,1912,0,3,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Equestrian,Vaulting,EVL,FEI,0.00,2.00,217800.00,1920,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equestrian,Driving,EDV,FEI,0.00,2.00,217800.00,1900,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fencing,0.00,FEN,FIE,0.81,2.00,282400.00,1896,3,7,5,8,4,5,6,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,12,12,12
Field hockey,0.00,HOC,FIH,0.00,2.00,82600.00,1908,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
Flag football,0.00,AFB,IFAF,0,0.00,148100.00,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Football,0.00,FBL,FIFA,0.85,0.00,4100000.00,1900,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
Golf,0.00,GLF,IGF,0.72,1.00,2100000.00,1900,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
Gymnastics,Artistic,GAR,FIG,0.66,5.00,434700.00,1896,8,1,11,4,2,4,4,9,8,11,9,9,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
Gymnastics,Rhythmic,GRY,FIG,0.66,5.00,434700.00,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2
Gymnastics,Trampoline,GTR,FIG,0.66,5.00,434700.00,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2
Handball,Indoor,HBL,IHF,0.62,2.00,434700.00,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Handball,Field,HBL,IHF,0.62,2.00,434700.00,1936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeu de Paume,0.00,�,�,1.00,0.00,40300.00,1908,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judo,0.00,JUD,IJF,0.71,3.00,496900.00,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,8,8,7,14,14,14,14,14,14,14,15,15,15
Karate,0.00,KTE,WKF,0!,0.00,489800.00,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
Lacrosse,Sixes,LAX,WL,1.00,0.00,380900.00,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lacrosse,Field,LAX,WL,1.00,0.00,380900.00,1904,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Pentathlon,0.00,MPN,UIPM,0.90,1.00,92600.00,1912,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
Polo,0.00,POL,FIP,1.00,0.00,,1900,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rackets,0.00,RQT,�,0.00,0.00,,1908,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roque,0.00,�,�,1.00,0.00,47300.00,1904,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rowing,Coastal,ROC,World Rowing,0.79,3.00,129100.00,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Rowing,Rowing,ROW,World Rowing,0.79,3.00,129100.00,1900,0,5,5,6,4,4,5,7,7,7,7,7,7,7,7,7,7,7,14,14,14,14,14,14,14,14,14,14,14,14,14,12
Rugby,Sevens,RU7,World Rugby,1.00,1.00,1500000.00,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2
Rugby,Union,RUG,World Rugby,1.00,1.00,1500000.00,1900,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sailing,0.00,SAL,World Sailing,0.86,2.00,411500.00,1900,0,13,0,0,4,4,14,3,3,4,4,5,5,5,5,5,5,6,6,6,7,8,10,10,11,11,11,10,10,10,10,10
Shooting,0.00,SHO,ISSF,0.85,0.00,642800.00,1896,5,8,0,16,15,18,21,10,0,2,3,4,7,7,6,6,7,8,7,7,11,13,13,15,17,17,15,15,15,15,15,15
Skateboarding,0.00,SKB,World Skate[s 5],0.00,0.00,447700.00,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4
Sport Climbing,0.00,CLB,IFSC,0.00,0.00,257400.00,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4
Squash,0.00,SQU,WSF,0.00,0.00,,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Surfing,0.00,SRF,ISA,0.00,0.00,419000.00,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
Table Tennis,0.00,TTE,ITTF,0.51,3.00,616400.00,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,5,5,5
Taekwondo,0.00,TKW,World Taekwondo,0.51,2.00,1100000.00,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8
Tennis,0.00,TEN,ITF,0.59,4.00,3200000.00,1896,2,4,2,4,6,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,5,5,5,5,5
Triathlon,0.00,TRI,World Triathlon,0.50,2.00,404200.00,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3
Tug of War,0.00,TOW,TWIF,0.00,0.00,113000.00,1904,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volleyball,Beach,VBV,FIVB,0.55,4.00,1000000.00,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
Volleyball,Indoor,VVO,FIVB,0.55,4.00,1000000.00,1964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Water Motorsports,0.00,PBT,UIM,0.00,0.00,360.00,1908,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weightlifting,0.00,WLF,IWF,0.88,3.00,67900.00,1896,2,2,2,0,0,0,5,5,5,5,5,6,7,7,7,7,7,9,9,10,10,10,10,10,15,15,15,15,15,14,10,10
Wrestling,Freestyle,WRF,UWW,0.96,2.00,475800.00,1904,0,0,7,0,5,0,5,7,7,7,7,8,8,8,8,8,8,10,10,10,10,10,10,10,8,11,11,11,12,12,12,12
Wrestling,Greco-Roman,WRG,UWW,0.96,2.00,475800.00,1896,1,0,0,4,4,5,5,6,6,7,7,8,8,8,8,8,8,10,10,10,10,10,10,10,8,7,7,7,6,6,6,6
